UserName,Transaction ID,Invoice Number,Date of Transaction,Order ID,Amount Paid,Product ID,Product Name
12,f35ff18b,INV7589,2020-03-05,2353001,337.08,45953,Green Super Food Energy Watermelon
12,a3ca1d95,INV4143,2016-09-23,161614,955.32,48043,Sugar Free Maple Flavor Syrup
12,11b88332,INV9563,2015-10-16,1077478,59.28,16800,Resveratrol 250mg Capsules
12,524cc005,INV7180,2017-11-07,1334447,309.97,17715,Spicy Minis Guacamole
12,bce0d4a4,INV9114,2020-09-23,1652423,954.73,16502,Large Wraps Eggroll
12,d5dbbd86,INV1828,2018-11-28,1789628,128.33,44914,Easy Cheese Cheddar Cheese
12,13bf5c7a,INV9344,2015-08-22,2287417,238.88,8671,Semi-Sweet Chocolate Premium Baking Chips
12,4410a27a,INV2648,2021-06-20,446787,913.49,4754,Cavity Protection Great Regular Flavor Toothpaste
12,4a1a5ef9,INV5233,2022-09-03,1781566,642.49,44976,Homestyle Macaroni & Cheese Pasta
12,f9ff06fb,INV4187,2019-06-25,2656962,681.29,41444,Peanut Butter Chocolate Chip Granola Bar
13,1febff74,INV9066,2019-12-01,864074,985.52,39439,Five Star SPF 30 Lip Protection
13,7d68aa0f,INV6162,2019-09-25,705412,930.64,10491,Via Instant Dark French Roast Coffee
13,eafd723c,INV4231,2022-03-15,543826,602.98,46603,Chicken Legs
13,9d0b5b1d,INV6112,2015-09-08,3221871,460.93,13374,"Lubricant /Redness Reliever Eye Drops, Maximum Redness Relief"
13,6622ffce,INV8580,2023-09-22,1793647,125.95,41556,Pastry Kitchens Classic Puff Pastry
13,e6d75575,INV8531,2022-02-14,2532112,428.32,12286,Roasted Seaweed Sushi Nori
13,edc46bde,INV2625,2016-01-14,447336,931.81,684,Organic Elmo Vegetable Soup
13,b551d808,INV8060,2022-05-27,934399,615.53,35239,Tea House Organic Black Tea With Lemon & Honeysuckle
13,1c001b6e,INV3074,2018-11-10,844157,111.0,3851,All Natural Hot & Spicy Southwest Cheddar Baked Fries
13,6d5999ac,INV9345,2018-07-10,670665,877.72,16772,Organic Ginger Herbal Tea
13,3ee1b212,INV3985,2016-06-11,2701466,905.66,47116,Kombu
14,b22d2e97,INV5104,2020-08-26,470627,407.38,8894,Estracell Scrub Sponge
14,afaae5dc,INV5621,2021-06-10,2729087,211.13,48823,Navel Oranges
14,5b458cec,INV4022,2022-05-01,2013642,673.3,14404,California Sliced Black Olives
14,901f554c,INV3457,2015-12-26,486727,626.35,39948,Advanced Redness Eye Relief
14,bc76d2e7,INV3152,2018-12-19,1186523,654.51,16875,Organic Cotton Ultra Pads Regular
14,6699d514,INV2423,2021-12-25,2853827,385.82,43478,B Right Complex Capsules
14,f394bd2d,INV9346,2020-06-03,2642867,436.05,21199,Pouilly Fuisse France
14,ff64ea1a,INV7735,2020-09-26,2601714,832.76,30655,Hands & Face Citrus Scent Antibacterial Wipes
14,7cdf6d95,INV9123,2016-08-03,2537616,835.34,28630,Mild Sauce
14,5097db42,INV8925,2023-02-12,246348,729.56,40378,"Happy Tot Crackers And Biscuits, Baby Food Apples Spinach Oats .275 Pound"
14,3081def3,INV5027,2022-03-18,3008226,156.28,8273,Mighty Bar Beef with Cranberry & Sunflower Seed Protein Bar
14,13683f7a,INV9307,2016-10-25,3022469,676.03,17045,"Superfood Smoothie, Organic, Energy, Mocha Java"
14,af3e0403,INV5549,2018-04-04,936996,371.2,47418,Toffee & Almonds in Milk Chocolate
14,442ce834,INV1658,2020-05-20,1874935,824.46,34351,Mini Cups Hazelnut Spread
15,7468f790,INV3566,2023-02-05,3398317,631.67,48033,Baby Back Rib Sauce
15,2eb3e4fb,INV4973,2015-02-08,404372,452.15,1496,Age Defying Resveratrol Q10 Night Repair Cream
15,2ffc9759,INV9011,2022-01-18,2368451,777.04,26329,Cinnamon Raisin Brioche
15,c9495380,INV5381,2023-10-20,955297,368.98,2905,Always Apricot Fruit Spread
15,880e8fe1,INV8175,2017-10-14,3137503,692.9,41202,Home-Style Boneless Pork
15,dfd36417,INV4869,2019-04-07,2496315,726.59,3160,Ultra Glued Invincible Styling Gel
16,22d2a1cc,INV4893,2016-12-06,2945996,930.58,4457,Double Chocolate Happiness Cookies
16,5c62dcd3,INV7282,2018-06-21,2648550,676.17,22524,Cream Cheese Bar
16,30317949,INV6861,2017-12-05,50553,747.14,16281,Solid White Albacore Tuna
16,4f59c132,INV2632,2022-07-03,1161849,107.87,26151,Light & Fit Blueberry Yogurt
16,d6faa311,INV2259,2021-10-06,2065467,115.71,23075,Slow Roasted Lightly Seasoned Chick'n
16,2d515da4,INV5772,2018-01-27,1887998,792.4,32642,Roasted Chicken Breast
16,931343b8,INV4826,2015-02-28,191247,292.06,13420,"Chardonnay, Napa Valley, 2013"
16,ee991b33,INV2969,2023-06-12,2541948,379.42,12154,Wheat Free Oatmeal Snackimals
16,f55c54e1,INV4042,2016-05-14,3245256,692.01,7850,Sugar Free French Vanilla Coffee Creamer
17,3c7f3174,INV1014,2018-12-12,1876326,965.87,36559,Pork & Vegetable Dumplings Potstickers
17,16e5b430,INV3922,2018-08-18,2672832,596.47,3860,Antioxidant Super Tea Pomegranate Peach Passion White Tea
17,263d94e9,INV1522,2016-09-23,2103714,657.96,47436,Tarragon Leaves
17,b5eb65db,INV1624,2020-07-07,966272,780.74,49214,Kids Broad Spectrum Sunblock Lotion Spf 50
17,a8c0cf98,INV7304,2021-05-14,2360526,433.37,29556,Blue Cheeze Dressing Dairy Free
17,be77d631,INV8907,2016-08-06,2206788,819.75,350,Mixed 12 Pack Lion's Share Ale
17,8b2e7547,INV6851,2018-06-19,1749985,953.23,21175,Dark Chocolate Pomegranate & FruitFlavors
17,0a674469,INV7064,2016-09-19,1387099,501.05,9869,Hearty Crispbread
18,a1c9fa71,INV6777,2021-09-22,3074644,553.42,42154,Mini Chocolate Chip Cookies Munchpack
18,c0eaaf8b,INV2387,2019-12-27,1874534,968.35,25111,Herb Blend Parsley
18,1a1d7a79,INV3711,2016-08-01,3000147,309.03,24187,L Lysine With B6 - 1000 Mg
18,1ac6ac18,INV4397,2015-02-19,1906105,977.54,18683,0% Fat Vanilla Greek Yogurt
18,6abb185d,INV8635,2020-02-21,1961136,573.66,48618,Warm N Serv Soft Dinner White Rolls
18,44ce19c2,INV8433,2017-07-01,629018,29.82,37145,Select Natural Applewood Smoked Turkey Breast
18,0abe69ca,INV6396,2022-07-26,1621861,935.18,2464,Kale Apple Greens
18,f856d190,INV5313,2023-08-20,650970,786.49,18724,"Russian Lowfat Yogurt, 2% Milkfat"
18,467abc06,INV2851,2021-04-27,2107262,417.97,44280,Beneful Healthy Fiesta with Real Chicken Dog Food
18,6a2c37b3,INV3597,2019-11-20,819326,539.41,42457,"Ginger Root, Certified 550 mg, Capsules"
19,2fef7925,INV2926,2015-07-14,2633604,225.19,24680,"Tuna, Solid Pack Light"
19,d71b297a,INV4247,2019-04-18,2090511,138.79,49468,Discreet Incontinence Liners Very Light Long Length
19,fb4e5889,INV2016,2019-11-09,3065342,80.45,16290,Sparkling Clementine Juice
19,264cd2fd,INV8632,2016-03-18,2672679,874.4,39925,Grand-Mere Pork & Chicken Liver Pate With Armagnac
19,ad02dfa7,INV3492,2018-10-02,1226969,534.93,48984,Dry Sherry
19,1d97b9c2,INV4961,2017-07-17,1062165,383.77,48359,Hot & Spicy Beef & Bean Firehouse Chili
19,f291c4d9,INV4603,2019-10-09,1734517,875.33,6854,Unscented Wet Jet
19,c076bc0f,INV4750,2018-11-19,691970,97.78,22794,Menthol Pain Relieving Gel Vanishing Scent Non-Greasy Posted 7/1/2013 Rubs and Patches
20,f0e29e1e,INV9992,2020-11-24,3134357,832.63,5748,Free and Gentle High Efficiency Liquid Laundry Detergent
20,411f8a05,INV7021,2019-01-11,1904898,63.37,40226,Spinach And Mushroom Pizza
20,493db231,INV1802,2021-05-08,2287693,375.13,21861,Made High Potency Biotin 2500 mcg
20,5f4b05d3,INV3244,2019-10-26,121343,987.68,9603,Anti-Gravity + Hydration Conditioner O2
20,570aa25f,INV3905,2018-01-26,175605,910.7,41483,Smoked Paprika
20,c22ce401,INV5974,2018-03-22,947807,700.32,38692,100% Natural Fruit Chew C Chewable Wafers Tangy Orange
20,450b6a05,INV3282,2022-11-01,1923148,478.65,7961,Sparkling Wine Brut
20,07f37d07,INV3475,2019-10-12,1847751,330.53,49459,Dark Chocolate Non Dairy Frozen Dessert Bar
20,dc4f8b06,INV8057,2017-05-11,3224080,802.7,37533,Original Hand Sanitizer
20,5f49b530,INV3084,2020-07-14,3355030,433.22,42634,Old World Flat Breads Crispy Italian Thin Pizza Crust
20,83b263ba,INV8149,2015-07-19,2232876,600.4,32856,Crab Rangoon
20,dda259b4,INV7684,2020-05-14,1171186,647.04,49242,Premium Hearts of Palm
20,364b6974,INV7687,2019-02-03,2794388,981.35,47637,Vitamin C with Echinacea 1000 mg Capsules
20,f82bbddf,INV9352,2015-10-12,2137961,238.34,39641,"Sauvignon Blanc,  Livermore Valley, San Francisco Bay, 2007"
20,03d699b6,INV7396,2023-04-02,2625948,327.64,46534,Cocoa Butter Body Lotion
20,e59fd123,INV8534,2023-06-09,1316764,633.43,25944,Tortilla Strips Tri Color
20,3bef24d7,INV4623,2015-02-09,2601606,378.42,44581,Philadelphia Strawberry Cream Cheese
20,830d6659,INV1036,2021-11-23,112482,211.92,13254,Medium Cantina Style Serranos Salsa
20,70314e7a,INV8510,2017-04-18,511435,711.82,32578,Organic Fresh Squeezed Orange Juice
20,06df34f8,INV3950,2022-03-04,3213336,439.91,18194,Liquid Melatonin Natural Black Cherry Flavor
21,afd973bf,INV8166,2015-10-19,1406323,792.64,30824,Boneless Fried Chicken
21,d2f35550,INV4574,2016-09-06,275460,436.12,36930,Taramosalata
21,fad950ea,INV4739,2017-05-05,2378065,664.42,7923,Apple Puffs Finger Foods
21,486cd16e,INV3693,2019-03-18,1942038,926.03,33742,Moon Drops Homeopathic Sleep Therapy Vanilla Lozenges
21,43d24489,INV3009,2018-06-25,3045372,876.26,49200,Natural Sunflower Seeds
21,eda28366,INV5443,2021-04-10,1583264,840.04,48376,Precision Tips Cotton Swabs
21,af8d9d36,INV8453,2021-02-21,2305639,507.03,20865,Concentrated Bleach Clean Linen
